"","x"
"330",-0.254093653877982
"331",3.05525833007585
"332",-2.7201630689618
"333",-0.430502094806826
"334",-0.552092779782374
"335",0.378939334138884
"336",-1.14028846052293
"337",4.12451801275846
"338",NA
"339",NA
"340",-0.557525396438085
"341",4.0201906317976
"342",-1.62034357085252
"343",-2.72015274573719
"344",6.12708105055374
"345",1.93736818869364
"346",3.5003304421467
"347",1.99280802990274
"348",NA
"349",-2.7201496173809
"350",1.77231711927671
"351",3.21779627376942
"352",1.78929689470057
"353",2.699523440724
"354",0.244078982284853
"355",NA
"356",-2.1430830061545
"357",NA
"358",0.0616966510115479
"359",0.286405618858992
"360",NA
"361",3.21989298124773
"362",-2.1430833466912
"363",6.84640420664228
"364",2.67816992245449
"365",0.566354940890671
"366",NA
"367",1.78005656908286
"368",1.70703904353755
"369",3.525344322408
"370",2.39546388040654
"371",2.1784439008219
"372",-0.95546704244489
"373",NA
"374",-0.958317455673923
"375",1.19734152816867
"376",3.82743533613437
"377",-2.72015525724313
"378",0.694134063707751
"379",2.92092602076961
"380",3.3835710417581
"381",1.65414620378049
"382",-2.14308588878078
"383",1.56674763994051
"384",NA
"385",-1.53853212059222
"386",NA
"387",-0.169949714220275
"388",NA
"389",1.98054534698575
"390",NA
"391",1.35284484962732
"392",2.5081026305714
"393",0.874129207871375
"394",1.5193235330756
"395",-1.13839599947177
"396",1.56679154628351
"397",-1.57656914484478
"398",0.589898229606239
"399",3.34809661501709
"400",2.30867724730442
"401",NA
"402",NA
"403",2.75003327976306
"404",NA
"405",NA
"406",0.66918097849318
"407",0.0481280722216919
"408",3.31162617082264
"409",0.195897842941176
"410",NA
"411",-1.61965283468517
"412",2.06310459341865
"413",2.19153459431374
"414",2.80572819392633
"415",1.59069282701994
"416",NA
"417",0.985151471182266
"418",-1.12780760089855
"419",2.15650737326334
"420",-1.56599956426621
"421",NA
"422",-2.14308588878078
"423",4.13051953327762
"424",NA
"425",-0.0770077061945389
"426",-1.56955862740079
"427",-2.72015525724313
"428",-2.72015525724313
"429",-2.14308783745891
"430",NA
"431",NA
"432",4.53269560190749
"433",1.79958863340071
"434",1.2628078778609
"435",-0.0973690637438289
"436",NA
"437",-2.72015667700125
"438",-2.14308595810109
"439",-0.404342683202477
"440",3.28752646631135
"441",-1.38357606090184
"442",1.45387487902834
"443",1.68655593251752
"444",-0.142786791293758
"445",-2.14308588878078
"446",2.32382049396505
"447",6.86425266067897
"448",-0.20469650803588
"449",0.857656087774209
"450",0.890059726918203
"451",-0.0116069489636043
"452",NA
"453",2.37839573638391
"454",1.65766249531379
"455",2.39709745819195
"456",NA
"457",NA
"458",-0.695259448074297
"459",3.66761108756729
"460",NA
"461",-2.72016296987161
"462",-2.72015525724313
"463",NA
"464",NA
"465",NA
"466",-1.57395857662901
"467",NA
"468",NA
"469",NA
"470",-0.260336758744033
"471",NA
"472",NA
"473",NA
"474",-0.2149563342081
"475",-0.321643527627701
"476",2.53971176270865
"477",-0.0399795712295775
"478",2.82655851436481
"479",0.427825275267371
"480",NA
"481",NA
"482",0.531195737060047
"483",NA
"484",NA
"485",NA
"486",-1.12063747862656
"487",3.69093023113913
"488",-2.72016509272789
"489",-1.17142540055904
"490",3.00252222540629
"491",3.63451330100591
"492",-0.202487879724736
"493",-0.851185307712746
"494",-2.72015525724313
"495",3.02679409386567
"496",NA
"497",3.79527421164159
"498",1.78029522118525
"499",1.44654105951366
"500",-1.53853212059222
"501",NA
"502",1.37696552512962
"503",-2.72016436737906
"504",1.64515141157882
"505",-2.72015525724313
"506",NA
"507",-1.56931098714393
"508",0.12341272780597
"509",NA
"510",-2.72015525724313
"511",NA
"512",NA
"513",-2.1430880669953
"514",0.79341216736783
"515",-1.57111854050488
"516",2.81003233870141
"517",NA
"518",-2.14308425965059
"519",NA
"520",2.286399114689
"521",0.777627876024296
"522",-2.7201659180254
"523",0.607251763590073
"524",5.87203396740805
"525",-0.0409662490592662
"526",-1.53853212059222
"527",2.44633224470514
"528",5.71447778510148
"529",0.886602137327067
"530",0.462242123452542
"531",NA
"532",NA
"533",1.64510869924182
"534",-2.14308585323107
"535",NA
"536",-0.596908782967372
"537",NA
"538",1.43963535581674
"539",NA
"540",4.22956585023988
"541",-2.14308588878078
"542",-2.14308333865365
"543",NA
"544",-1.65818386196207
"545",-2.14308588878078
"546",2.04161805185037
"547",4.1063532737926
"548",NA
"549",2.36176813323932
"550",-2.14308588878078
"551",NA
"552",-0.727451850282005
"553",NA
"554",NA
"555",NA
"556",-1.55236339046748
"557",1.61482057693028
"558",NA
"559",-2.72015525724313
"560",5.13651391258293
"561",4.24470571523056
"562",5.57114440998799
"563",4.81600605357463
"564",-2.1430830061545
"565",-0.139965774086011
"566",4.54442123377492
"567",0.46439927979921
"568",NA
"569",-2.14308588878078
"570",1.76868345669494
"571",1.0905576431883
"572",-0.693943090014557
"573",-1.63979685102788
"574",4.2369609998722
"575",3.65697868106619
"576",-2.14308588878078
"577",NA
"578",NA
"579",-1.56287929337826
"580",2.28879248285081
"581",0.123666294722517
"582",NA
"583",-2.7201526107451
"584",-2.14308966449632
"585",-1.5741846307918
"586",2.92111129412454
"587",NA
"588",NA
"589",3.48062141706667
"590",1.1685841008822
"591",2.84167143937816
"592",-2.14308588878078
"593",-2.14308259604355
"594",-0.697546735053472
"595",NA
"596",-0.433999297381844
"597",0.100875117467317
"598",2.24829655405187
"599",0.123580797536999
"600",NA
"601",NA
"602",2.06647217060887
"603",2.56996269596293
"604",NA
"605",NA
"606",NA
"607",-2.72015525724313
"608",-0.789014126316498
"609",-2.14308588878078
"610",-1.60298209168703
"611",-2.14308618092309
"612",NA
"613",NA
"614",3.10082260624679
"615",4.7690914200461
"616",NA
"617",0.602196466102119
"618",-2.72015227548901
"619",1.73765730424306
"620",NA
"621",-2.14308588878078
"622",NA
"623",1.7836278640289
"624",3.80542617976302
"625",-2.14308588878078
"626",NA
"627",-2.72015177911449
"628",-1.02553224528109
"629",-0.224018819203689
"630",-2.72016059089504
"631",-2.72015334440673
"632",-2.7201526107451
"633",NA
"634",-2.14309020241476
"635",NA
"636",-0.272629317713098
"637",-2.72014856803309
"638",NA
"639",NA
"640",4.19819951278215
"641",1.60069334954789
"642",1.55065913734231
"643",1.14632993809723
"644",-1.54369132706799
"645",2.08565845634332
"646",-0.0668221365355758
"647",1.89163254365579
"648",NA
"649",3.64121592107296
"650",-2.14308588878078
"651",-1.57994425727814
"652",NA
"653",3.96182118590157
"654",4.48837057378385
"655",0.855110722972742
"656",-2.72015177911449
"657",NA
"658",-2.14308588878078
"659",NA
"660",1.94497293138787
"661",-2.14308588878078
"662",2.21792301464833
"663",2.83881786727543
"664",2.33403686507669
"665",-1.17141967214009
"666",NA
"667",-1.59774094065562
"668",-2.14308872104044
"669",-0.0070385296623637
"670",-1.12500159631258
"671",-2.72016348851692
"672",-2.14308898365681
"673",-1.57306713070577
"674",-2.72015525724313
"675",0.728534025932349
"676",-2.72016583313702
"677",NA
"678",NA
"679",-2.720164504884
"680",NA
"681",1.61391222697789
"682",1.75562836275978
"683",-1.1461690088855
"684",1.7272372404052
"685",-1.38357606090184
"686",-2.72016571107389
"687",NA
"688",0.923279082719259
"689",NA
"690",1.81361011772535
"691",-2.72015418972643
"692",-2.72015516759164
"693",0.55135333570479
"694",NA
"695",3.58877334991164
"696",-2.14308921270814
"697",-2.72015316900988
"698",-2.14308588878078
"699",-2.14308588878078
"700",-1.63082996270657
"701",0.330200690689117
"702",-2.72015202661138
"703",NA
"704",NA
"705",NA
"706",NA
"707",0.492217756932564
"708",NA
"709",NA
"710",-1.66880679160925
"711",NA
"712",NA
"713",NA
"714",-2.72015525724313
"715",NA
"716",NA
"717",-2.72016118753573
"718",-2.14308588878078
"719",-2.14308941728548
"720",-1.56931098714393
"721",-1.63148630750603
"722",-2.14308588878078
"723",NA
"724",-2.72015202661138
"725",0.400928338097183
"726",NA
"727",2.35680149964548
"728",-1.4247622662552
"729",3.85149729910101
"730",NA
"731",2.51300179246412
"732",-1.12524284535589
"733",-1.64435924472712
"734",3.46695499382637
"735",NA
"736",NA
"737",-2.72016113279079
"738",NA
"739",NA
"740",-2.72015525724313
"741",-2.72016106882837
"742",0.0618864361852647
"743",-2.72015841136249
"744",4.24492817768702
"745",NA
"746",NA
"747",NA
"748",NA
"749",-2.72016494064454
"750",1.68998664843944
"751",-1.61328528723018
"752",-2.7201653002908
"753",-2.14308945849692
"754",-2.72016615395092
"755",-2.72016210450276
"756",-2.14308737913316
"757",-0.68311604215563
"758",-2.7201647989121
"759",-2.72016519756064
"760",-0.403956121512924
"761",-2.72016566493269
"762",3.12308852929138
"763",2.43899377196022
"764",2.82537641240878
"765",NA
"766",-1.11022632053898
"767",-1.12412623130068
"768",NA
"769",-2.14308953559855
"770",-2.72016577642488
"771",0.0108733097102576
"772",NA
"773",-2.14308140937229
"774",-2.72016220210735
"775",-1.56538555214643
"776",-2.72016078517679
"777",-2.14308904304425
"778",0.539052389975419
"779",3.12655996268924
"780",-2.14308928381235
"781",-2.72016278932632
"782",-2.14308864232782
"783",-2.14308862251913
"784",-2.72016281211342
"785",3.42694190125812
"786",-2.72016474548217
"787",-2.72016252368674
"788",-2.14308588878078
"789",NA
"790",0.0666803968851298
"791",4.15032973832552
"792",-0.0493053483394447
"793",-2.72015738294455
"794",4.51543019775703
"795",-0.773417694246428
"796",-1.5711162804346
"797",-2.72015525724313
"798",-2.72016507433249
"799",-1.08273003387442
"800",3.56985728409497
"801",3.3461995007778
"802",0.10967287177603
"803",NA
"804",-0.644189677135951
"805",NA
"806",-0.966763569741909
"807",-2.72015323569943
"808",-2.72015573297231
"809",-2.14308588878078
"810",-2.72016017216785
"811",-1.56931098714393
"812",NA
"813",NA
"814",-2.14308674673791
"815",-2.14308588878078
"816",-2.14308588878078
"817",3.61847278563739
"818",3.91391582783034
"819",0.800746988803525
"820",NA
"821",NA
"822",-2.72015525724313
"823",-2.14308588878078
"824",2.21442629398512
"825",4.29163917252766
"826",2.97216153274434
"827",1.10728352039012
"828",-2.14308588878078
"829",5.59038156538526
"830",0.946332873307751
"831",-2.72016232968475
"832",-2.72015525724313
"833",-2.14308489043146
"834",NA
"835",2.87485320185311
"836",-1.62034357085252
"837",-0.748413291202805
"838",1.1053110632834
"839",0.432345514879732
"840",-2.72016572924577
"841",1.16268444222288
"842",4.37960217864778
"843",1.55500623857761
"844",-2.72016137728108
"845",0.0760682199306561
"846",-0.755463639006524
"847",-1.63767565641591
"848",-2.72016017216785
"849",NA
"850",-0.818301499997138
"851",-0.818249701113169
"852",-2.72015525724313
"853",NA
"854",-0.290087918512425
"855",4.11760713233919
"856",5.92015764428303
"857",3.37782965657845
"858",1.71642837684892
"859",1.11204615425044
"860",1.52853450018688
"861",2.55753614103218
"862",-2.72016554273652
"863",2.73742944259588
"864",-2.14308588878078
"865",-1.26823140810194
"866",NA
"867",-2.72015525724313
"868",-1.17142540055904
"869",1.71225601358595
"870",-2.72016495714947
"871",2.21775635417576
"872",4.21826599353047
"873",-2.14308588878078
"874",3.85491592241963
"875",3.66868556874091
"876",NA
"877",-1.61965283468517
"878",2.82557349094024
"879",4.27114639526586
"880",1.92787680987782
"881",1.79470877605337
"882",1.62859220333258
"883",1.45340318563001
"884",0.525130911096073
"885",NA
"886",-2.14308588878078
"887",0.037328020524259
"888",NA
"889",-0.336400378531369
"890",NA
"891",-1.57909156156636
"892",-2.14308588878078
"893",-1.1461690088855
"894",NA
"895",-2.14308588878078
"896",NA
"897",-2.72015525724313
"898",1.46781263930775
"899",0.343590828038655
"900",1.34560810647151
"901",1.27987406385486
"902",-1.23085742401376
"903",-2.14308588878078
"904",7.01702796540151
"905",7.44836750397328
"906",6.75382783955687
"907",3.98285026106047
"908",6.00794969376716
"909",6.70222284484757
"910",4.15843235020034
"911",6.04334377702559
"912",6.40327134241804
"913",6.99703136125791
"914",7.24871823054023
"915",5.66901206159634
"916",5.65973104756033
"917",5.96346169143203
"918",-2.14308588878078
"919",5.5431877632646
"920",5.02208427854731
"921",1.67906801449689
"922",6.2538335474733
"923",6.38989789997351
"924",6.73879257505254
"925",6.29360561987123
"926",6.699825087601
"927",6.76677083318806
"928",5.84396972971027
"929",7.24336371164049
"930",5.19344340065909
"931",4.76769272169616
"932",6.05710723041765
"933",7.3061919003445
"934",6.92694644129053
"935",4.41631381875478
"936",6.3271680768475
"937",3.85970509724695
"938",1.26345772253614
"939",-1.14616268675931
"940",NA
"941",-2.72016535977931
"942",NA
"943",4.18254760252359
"944",1.01319188258368
"945",-2.72016477657172
"946",-2.72015525724313
"947",-2.7201496173809
"948",-2.72016599366445
"949",-2.72015525724313
"950",-2.72015227548901
"951",-1.1461690088855
"952",1.09971214314678
"953",5.12901077628981
"954",NA
"955",NA
"956",-2.72015319069384
"957",3.72687227464618
"958",2.21993662701508
"959",-2.72015525724313
"960",-2.72015589005942
"961",-1.38357606090184
"962",0.91123373740612
"963",NA
"964",-2.14308588878078
"965",NA
"966",-2.143088342457
"967",NA
"968",NA
"969",NA
"970",4.12129245380991
"971",NA
"972",1.05311890042435
"973",NA
"974",-1.53853212059222
"975",0.237057980441805
"976",NA
"977",-2.72015525724313
"978",0.0581493969812118
"979",-2.72015525724313
"980",2.43168512415736
"981",-2.72016113279079
"982",-2.14308588878078
"983",-2.14308814035406
"984",0.694588979097977
"985",1.84350209143033
"986",-0.177817464485105
"987",NA
"988",-1.55721625349992
"989",NA
"990",NA
"991",-1.64435924472712
"992",NA
"993",-2.1430830061545
"994",-2.14308876651964
"995",-2.14308588878078
"996",2.02390967802171
"997",1.23167302366375
"998",1.79233301675708
"999",-2.14308215896471
"1000",-0.571797196248263
"1001",2.61572690898734
"1002",-2.14308588878078
"1003",-0.598212742246291
"1004",NA
"1005",-2.14308588878078
"1006",NA
"1007",NA
"1008",NA
"1009",NA
"1010",NA
"1011",NA
"1012",NA
"1013",NA
"1014",NA
"1015",NA
"1016",NA
"1017",-1.64435924472712
"1018",NA
"1019",NA
"1020",NA
"1021",5.43196617707802
"1022",-0.556559705687916
"1023",NA
"1024",0.711385389675009
"1025",0.0311659589422834
"1026",NA
"1027",NA
"1028",NA
"1029",NA
"1030",0.327485995017838
"1031",-1.1275203632095
"1032",0.107202743946374
"1033",NA
"1034",1.42304600383615
"1035",0.177939127585865
"1036",NA
"1037",NA
"1038",2.3955703865556
"1039",-0.764717654325508
"1040",NA
"1041",1.35797187485232
"1042",NA
"1043",NA
"1044",NA
"1045",-1.56955862740079
"1046",-0.639764197096578
"1047",0.608864627642337
"1048",NA
"1049",NA
"1050",-1.66880679160925
"1051",3.01040614516464
"1052",0.23256908252086
"1053",-2.72015525724313
"1054",-0.142045665474643
"1055",NA
"1056",-1.55028844191512
"1057",-2.14308588878078
"1058",-1.57208865742792
"1059",NA
"1060",-2.14308588878078
"1061",2.54510458661401
"1062",NA
"1063",-0.679721445272892
"1064",-1.62010298737752
"1065",NA
"1066",-2.14308588878078
"1067",NA
"1068",NA
"1069",-1.56931098714393
"1070",3.05029396294078
"1071",-2.14308588878078
"1072",-0.214067071147763
"1073",0.118092573916534
"1074",NA
"1075",NA
"1076",NA
"1077",NA
"1078",NA
"1079",1.38309836941149
"1080",0.0580261990930381
"1081",-0.219499154431833
"1082",-2.14308984905255
"1083",NA
"1084",NA
"1085",NA
"1086",NA
"1087",-0.238139450957982
"1088",-1.15405760679128
"1089",-0.154377756341992
"1090",NA
"1091",NA
"1092",NA
"1093",NA
"1094",NA
"1095",NA
"1096",NA
"1097",NA
"1098",NA
"1099",NA
"1100",NA
"1101",NA
"1102",NA
"1103",2.011243828814
"1104",NA
"1105",3.57678479442488
"1106",-2.72015227548901
"1107",-1.64435924472712
"1108",0.152260801586392
"1109",-1.57523657450097
"1110",-2.14308588878078
"1111",NA
"1112",NA
"1113",NA
"1114",-2.14308588878078
"1115",NA
"1116",-2.72015525724313
"1117",NA
"1118",NA
"1119",NA
"1120",NA
"1121",NA
"1122",NA
"1123",NA
"1124",NA
"1125",NA
"1126",NA
"1127",-2.14308902332166
"1128",4.00530150355201
"1129",2.54086536235147
"1130",1.8612360085818
"1131",-2.72015525724313
"1132",4.77686020093097
"1133",NA
"1134",2.48392261882483
"1135",-2.1430882807565
"1136",-1.10300159314353
"1137",-0.68764615998618
"1138",3.2039344014437
"1139",3.97835956139124
"1140",-2.14308588878078
"1141",-2.72015525724313
"1142",1.88037414551886
"1143",-2.14308588878078
"1144",-2.14308588878078
"1145",2.79723448810247
"1146",-1.3167126669588
"1147",1.02501242776755
"1148",0.934046799653291
"1149",NA
"1150",NA
"1151",NA
"1152",3.09195989845131
"1153",0.654274134772665
"1154",-2.72015274573719
"1155",-2.1430830061545
"1156",2.67556553631065
"1157",-0.830960902255379
"1158",NA
"1159",NA
"1160",NA
"1161",NA
"1162",NA
"1163",NA
"1164",NA
"1165",-2.72015525724313
"1166",-0.695060331433282
"1167",2.38528089455832
"1168",-1.57384996168656
"1169",-0.434428577821102
"1170",-2.72015525724313
"1171",-0.980389425281523
"1172",-0.772679492094654
"1173",NA
"1174",-2.72015525724313
"1175",0.791999992143583
"1176",3.91386296002464
"1177",1.44003252049501
"1178",NA
"1179",0.780381314286746
"1180",NA
"1181",-1.38357606090184
"1182",-2.720164609244
"1183",-2.72015525724313
"1184",NA
"1185",NA
"1186",NA
"1187",2.02637548672769
"1188",NA
"1189",3.80903249489566
"1190",2.35127332353368
"1191",1.30411878633728
"1192",NA
"1193",NA
"1194",NA
"1195",NA
"1196",NA
"1197",NA
"1198",-0.993509566765632
"1199",NA
"1200",4.75119040313094
"1201",-2.72016297922449
"1202",1.35398277453294
"1203",NA
"1204",2.659214903778
"1205",1.09526776618381
"1206",-2.72015525724313
"1207",NA
"1208",0.0639992371293319
"1209",-2.14308588878078
"1210",0.0611275894665952
"1211",-0.98812848212891
"1212",5.51955959734766
"1213",NA
"1214",2.50298948657557
"1215",-2.14308588878078
"1216",0.277895427608068
"1217",1.00754924242922
"1218",-2.1430830061545
"1219",NA
"1220",NA
"1221",-1.61593862407432
"1222",NA
"1223",NA
"1224",NA
"1225",2.79493360867992
"1226",NA
"1227",-2.72016623098397
"1228",-0.710221170489378
"1229",-1.56955862740079
"1230",NA
"1231",NA
"1232",NA
"1233",NA
"1234",-2.14308734492676
"1235",NA
"1236",NA
"1237",-2.72015323569943
"1238",NA
"1239",2.23065038662886
"1240",7.23700493217604
"1241",NA
"1242",0.859102324994384
"1243",-2.14308588878078
"1244",-2.72015362424815
"1245",-2.72016502549109
"1246",NA
"1247",-2.72015717723013
"1248",NA
"1249",2.76809401061024
"1250",0.520649555119279
"1251",-2.72015469780164
"1252",NA
"1253",-0.434181299206325
"1254",NA
"1255",NA
"1256",NA
"1257",0.885536652810609
"1258",-1.53853212059222
"1259",-1.38357606090184
"1260",-2.7201561922338
"1261",-0.0324308267896828
"1262",2.12285900953482
"1263",NA
"1264",-0.793265230095412
"1265",NA
"1266",NA
"1267",NA
"1268",NA
"1269",-2.14308588878078
"1270",-1.66880679160925
"1271",-2.72015525724313
"1272",NA
"1273",3.07558724399859
"1274",NA
"1275",2.60681657914598
"1276",0.229869177797238
"1277",4.07010822406278
"1278",2.98931586142319
"1279",-2.1430830061545
"1280",-0.98812848212891
"1281",-1.39104947615977
"1282",2.23130858022891
"1283",NA
"1284",NA
"1285",-2.14308588878078
"1286",2.26495141048342
"1287",-2.14308588878078
"1288",-2.72015934231738
"1289",-2.72015177911449
"1290",2.4516498009923
"1291",-2.14308588878078
"1292",-0.34825726535544
"1293",NA
"1294",-1.3167126669588
"1295",-2.72015525724313
"1296",-0.150018093160599
"1297",3.62444020756561
"1298",NA
"1299",2.59391520783365
"1300",-2.72015525724313
"1301",0.702650707820202
"1302",-0.680044363307696
"1303",-1.57668206339491
"1304",-2.72016182928967
"1305",-2.72015525724313
"1306",-2.72015525724313
"1307",-1.12808118129828
"1308",-0.480745873958201
"1309",NA
"1310",NA
"1311",NA
"1312",-2.14308588878078
"1313",NA
"1314",0.895124337148166
"1315",3.05870474848402
"1316",NA
"1317",NA
"1318",NA
"1319",1.87646352502646
"1320",-2.14308588878078
"1321",1.25837911955279
"1322",NA
"1323",NA
"1324",NA
"1325",NA
"1326",NA
"1327",2.53614025794651
"1328",NA
"1329",NA
"1330",2.12171399432342
"1331",NA
"1332",-1.64065590567453
"1333",6.62093394833891
"1334",NA
"1335",NA
"1336",0.299573357210097
"1337",NA
"1338",-0.480745873958201
"1339",-2.72015525724313
"1340",-2.14308949581909
"1341",NA
"1342",NA
"1343",NA
"1344",1.95755409087105
"1345",NA
"1346",NA
"1347",3.17172177225408
"1348",3.10306769734229
"1349",NA
"1350",-0.944489027936583
"1351",NA
"1352",-0.840044324673268
"1353",-1.65500004741847
"1354",3.36093556939942
"1355",NA
"1356",NA
"1357",NA
"1358",NA
"1359",NA
"1360",0.726111390935641
"1361",NA
"1362",-2.72016437659281
"1363",0.718761842295317
"1364",1.85662287844091
"1365",-1.54305965441745
"1366",1.11458251076491
