RefSeq,JOA1,JOA2,JOA3,JOA4,JOA5,JOB1,JOB2,JOB3,JOB4,JOB5
NM_001033047.1,0,3,4,2,2,0,0,3,0,2
NM_001033049.1,1,0,0,0,1,0,0,1,0,0
NM_001033050.1,0,1,0,4,1,0,1,8,0,0
NM_001033053.2,0,0,1,1,1,0,0,0,0,0
NM_001033054.1,1,0,0,0,0,0,0,0,0,0
NM_001033055.1,0,0,0,0,0,0,0,0,0,0
NM_001033056.1,9,22,60,42,22,19,72,219,127,132
NM_001033057.1,2,1,2,5,3,5,5,8,7,3
NM_001033059.1,5,11,19,18,9,3,7,19,17,16
NM_001033080.1,0,0,0,0,0,0,0,0,0,0
NM_001033081.1,0,0,0,0,0,0,0,0,0,0
NM_001033082.1,0,4,1,0,0,0,0,0,0,0
NM_001033083.1,1,0,0,0,0,0,0,0,0,0
NM_001033085.1,0,0,0,0,0,0,0,0,0,0
NM_001033087.1,0,0,0,0,0,1,0,3,0,6
NM_001033088.1,0,0,0,0,0,0,0,2,0,1
NM_001033112.1,2,3,27,17,12,1,7,34,20,28
NM_001033113.1,0,0,0,1,0,0,0,0,0,0
NM_001033117.1,0,0,0,0,0,0,0,0,0,0
NM_001033503.1,9,2,5,1,0,2,0,4,1,2
NM_001033504.1,2,3,2,2,1,0,3,2,2,4
NM_001033505.1,0,0,1,0,0,0,1,0,0,0
NM_001033506.1,1,0,9,4,1,0,0,1,0,1
NM_001033507.1,0,0,0,0,0,0,0,0,0,0
NM_001033515.1,1,3,0,2,2,0,0,1,2,0
NM_001033517.1,0,0,0,0,0,0,0,1,0,0
NM_001033518.1,0,0,0,0,0,0,0,0,0,0
NM_001033519.1,0,0,0,0,0,0,0,0,0,0
NM_001033520.1,0,1,1,2,0,0,0,0,1,1
NM_001033521.1,0,0,0,0,0,0,0,0,0,0
NM_001033522.1,4,7,6,3,6,0,3,6,1,2
NM_001033549.1,0,0,0,1,0,1,0,0,0,0
NM_001033551.2,0,0,0,0,0,0,0,0,0,0
NM_001033553.1,0,0,0,0,0,0,0,0,0,0
NM_001033554.1,3,1,7,2,1,0,5,1,4,2
NM_001033555.1,0,0,2,1,0,4,3,8,4,2
NM_001033556.1,0,0,0,0,0,0,0,0,0,0
NM_001033557.1,0,0,0,0,2,0,0,0,0,1
NM_001033559.1,0,0,0,1,0,0,0,0,0,0
NM_001033560.1,1,3,5,2,1,1,4,1,3,3
NM_001033561.1,2,13,4,5,5,1,3,8,8,3
NM_001033564.1,0,0,0,0,0,0,1,8,3,2
NM_001033566.1,5,4,3,7,6,1,13,12,8,15
NM_001033568.1,0,0,1,1,0,0,0,0,0,2
NM_001033569.1,2,4,12,8,5,2,4,15,8,6
NM_001033570.1,0,0,0,0,0,0,0,0,0,0
NM_001033571.1,0,0,0,0,0,0,0,0,0,0
NM_001033572.1,0,0,0,0,0,0,0,0,0,0
NM_001033574.1,0,0,0,0,0,0,0,0,0,0
NM_001033575.1,1,0,1,0,0,0,1,0,0,0
NM_001033576.1,0,1,0,0,0,0,0,0,0,0
NM_001033578.1,11,19,15,7,8,0,13,7,4,3
NM_001033580.1,1,0,1,0,0,0,0,0,0,0
NM_001033581.1,0,0,0,0,0,0,0,1,1,0
NM_001033582.1,0,0,0,0,0,0,1,0,0,0
NM_001033583.2,2,3,3,8,1,0,0,3,3,0
NM_001033602.2,0,1,0,0,0,1,1,2,2,2
NM_001033604.1,1,1,0,6,0,2,0,2,0,0
NM_001033605.1,0,0,0,0,0,0,0,0,0,0
NM_001033658.1,0,0,1,0,0,0,0,0,0,0
NM_001033659.2,5,0,0,1,0,1,3,1,0,0
NM_001033662.2,0,0,0,0,0,1,0,0,0,0
NM_001033667.1,0,0,0,0,0,0,0,0,0,0
NM_001033677.1,0,0,0,0,0,0,0,5,1,1
NM_001033678.2,0,3,1,4,1,0,1,0,2,1
NM_001033714.1,3,6,12,13,9,0,1,9,1,1
NM_001033719.1,0,0,1,1,0,0,0,3,1,3
NM_001033723.1,0,1,1,0,0,3,5,1,2,1
NM_001033756.1,0,0,0,0,0,0,0,0,0,0
NM_001033853.1,0,0,3,1,1,0,0,1,1,3
NM_001033855.1,0,0,0,0,0,0,0,0,0,0
NM_001033857.1,0,0,0,0,0,0,0,0,0,0
NM_001033858.1,1,1,4,2,2,0,0,2,1,4
NM_001033859.1,4,13,29,28,25,2,5,24,7,16
NM_001033873.1,0,0,3,1,0,0,0,0,0,0
NM_001033886.1,0,0,0,0,0,0,0,0,0,1
NM_001033910.1,0,0,0,0,0,0,0,0,0,0
NM_001033925.1,2,2,21,17,9,0,5,13,8,10
NM_001033930.1,6,29,109,91,61,3,10,18,10,23
NM_001033952.1,0,0,0,0,0,0,0,0,0,0
NM_001033953.1,0,0,0,0,0,0,0,0,0,0
NM_001034.1,3,13,19,23,13,0,0,0,0,0
NM_001034023.1,0,2,5,5,5,1,1,5,8,1
NM_001034024.1,0,0,0,0,0,0,0,0,0,0
NM_001034025.1,4,7,15,25,12,0,2,9,4,7
NM_001034077.4,1,0,1,0,3,0,0,0,0,0
NM_001034116.1,0,0,0,0,0,0,0,0,0,0
NM_001034155.1,0,0,0,1,0,0,1,0,2,0
NM_001034172.2,0,0,0,0,0,0,0,0,0,0
NM_001034173.2,0,0,0,0,0,2,0,2,0,0
NM_001034191.1,0,0,5,1,0,0,0,1,0,0
NM_001034194.1,3,8,11,11,11,0,2,2,2,1
NM_001034832.2,0,0,0,0,0,0,0,0,0,0
NM_001034833.1,1,5,12,11,6,2,2,6,4,6
NM_001034836.1,0,0,0,0,0,0,0,0,0,0
NM_001034837.1,0,0,0,0,0,0,0,0,0,0
NM_001034838.1,0,0,0,0,0,0,2,3,4,1
NM_001034841.2,10,16,4,3,7,1,9,1,2,2
NM_001034842.2,0,0,0,0,0,0,0,0,0,0
NM_001034845.1,0,0,0,0,0,1,1,0,0,0
NM_001034850.1,1,4,0,1,0,0,9,13,13,18
NM_001034852.1,0,1,1,1,0,0,2,2,4,11
NM_001034853.1,0,0,0,0,0,0,0,0,1,0
NM_001034914.1,0,0,0,1,0,0,0,0,0,0
NM_001034915.1,1,4,3,1,1,0,0,0,0,0
NM_001034954.1,0,1,6,3,2,5,13,23,27,17
NM_001034955.1,4,6,0,1,0,2,0,1,1,3
NM_001034956.1,0,0,0,0,0,0,0,0,0,0
NM_001034957.1,0,0,0,0,0,0,0,0,0,0
NM_001034996.1,20,41,143,135,76,2,9,28,21,32
NM_001035.2,0,3,1,1,0,9,18,19,20,20
NM_001035003.1,0,0,0,0,0,0,2,0,2,0
NM_001035004.1,6,1,0,0,0,0,6,14,9,5
NM_001035005.2,0,2,7,7,1,0,3,17,18,14
NM_001035006.1,29,37,177,181,114,3,5,42,43,36
NM_001035223.1,0,1,0,2,0,0,0,0,0,0
NM_001035230.1,0,1,0,0,0,0,0,1,0,0
NM_001035235.2,1,1,7,4,2,1,4,2,4,1
NM_001035247.1,0,4,11,11,5,0,0,3,3,1
NM_001035254.1,1,9,7,6,3,2,7,15,13,9
NM_001035256.1,0,0,0,0,0,0,0,0,0,0
NM_001035258.1,14,21,53,68,41,0,3,17,9,17
NM_001035260.1,0,0,0,1,0,0,0,0,0,1
NM_001035267.1,44,89,366,347,211,1,13,87,53,73
NM_001035505.1,1,1,1,6,6,0,0,0,1,2
NM_001035507.2,0,0,7,5,1,0,0,1,1,0
NM_001035511.1,0,0,0,0,0,0,0,0,0,0
NM_001035512.1,0,0,0,0,0,0,0,0,0,0
NM_001035513.1,5,2,18,13,13,1,2,6,6,7
NM_001035516.1,2,0,0,2,0,0,0,0,1,0
NM_001035518.1,0,0,0,0,0,0,0,0,0,0
NM_001035521.1,0,0,0,0,0,0,0,1,0,1
NM_001035534.1,1,1,0,1,0,0,0,0,0,0
NM_001036.3,2,3,0,0,0,4,5,6,2,6
NM_001036645.1,0,0,0,0,0,0,2,0,0,0
NM_001036646.1,0,0,0,0,0,0,0,0,0,0
NM_001037.3,1,0,1,1,0,1,9,31,17,19
NM_001037125.1,0,1,0,0,1,0,0,0,1,0
NM_001037126.1,0,1,0,0,0,0,0,0,0,0
NM_001037131.1,0,2,0,0,0,0,0,0,0,0
NM_001037132.1,0,0,0,0,0,1,3,5,1,2
NM_001037133.1,0,0,0,0,0,0,0,0,0,0
NM_001037144.3,0,1,0,0,1,1,0,0,1,1
NM_001037160.1,0,0,0,0,0,0,0,0,0,0
NM_001037161.1,0,0,1,1,0,0,0,0,1,1
NM_001037162.1,0,0,0,0,0,0,0,0,0,0
NM_001037163.1,0,1,4,4,7,1,3,10,4,6
NM_001037164.1,0,3,6,6,4,0,2,2,5,1
NM_001037165.1,168,257,108,77,64,31,95,49,22,26
NM_001037171.1,0,0,1,0,0,0,0,0,0,0
NM_001037172.1,3,7,3,4,5,0,2,3,0,4
NM_001037174.1,1,6,17,15,6,3,4,12,5,4
NM_001037175.2,0,1,0,0,0,0,0,0,0,0
NM_001037225.1,0,0,0,0,0,0,0,0,0,0
NM_001037228.1,0,0,0,0,0,0,0,0,0,0
NM_001037232.2,0,0,0,0,0,0,0,0,0,0
NM_001037277.1,11,15,4,11,3,1,9,4,4,10
NM_001037278.1,0,5,0,0,0,0,0,0,0,0
NM_001037281.1,0,0,0,1,2,0,2,4,2,4
NM_001037283.1,8,18,34,43,23,0,1,8,7,11
NM_001037288.1,0,0,0,0,0,0,2,2,3,0
NM_001037290.1,0,0,0,0,0,0,0,0,0,0
NM_001037293.1,0,0,0,0,0,0,0,0,0,0
NM_001037304.1,0,1,0,0,1,0,0,0,0,0
NM_001037305.1,1,1,3,6,3,0,2,2,1,5
NM_001037317.1,0,0,0,0,0,2,2,2,3,3
NM_001037324.2,0,0,0,0,0,0,2,2,5,1
NM_001037325.1,0,0,0,0,0,0,0,0,2,1
NM_001037328.1,0,0,0,0,1,0,1,0,1,1
NM_001037329.1,0,0,0,0,0,0,0,0,0,0
NM_001037330.1,4,4,4,2,1,1,3,1,0,1
NM_001037331.2,0,0,0,0,0,0,0,0,0,0
NM_001037332.2,0,0,0,0,0,0,0,0,0,0
NM_001037333.1,0,0,0,0,0,3,1,2,1,0
NM_001037334.1,10,9,36,16,16,0,0,8,14,18
NM_001037335.1,0,2,0,0,0,0,0,0,1,0
NM_001037339.1,1,0,0,0,0,0,0,0,0,0
NM_001037340.1,0,0,0,0,0,0,0,0,0,0
NM_001037341.1,0,0,0,0,0,0,0,0,0,0
NM_001037343.1,0,0,0,0,0,0,0,0,0,0
NM_001037442.1,0,1,3,8,3,1,15,5,5,8
NM_001037494.1,0,1,0,0,0,0,0,0,0,0
NM_001037495.1,2,0,1,0,0,0,1,0,1,0
NM_001037497.1,0,0,0,0,0,0,0,0,0,0
NM_001037498.1,0,0,0,0,0,0,0,0,0,0
NM_001037499.1,0,0,0,0,0,0,0,0,0,0
NM_001037500.1,0,0,0,0,0,0,0,0,0,0
NM_001037525.1,0,0,0,1,0,0,0,1,2,2
NM_001037533.1,1,3,10,5,1,1,10,12,7,7
NM_001037535.1,0,0,0,0,0,0,0,0,0,0
NM_001037536.1,0,0,1,0,2,0,0,0,0,0
NM_001037537.1,0,0,3,3,2,0,0,3,4,4
NM_001037540.1,0,3,11,12,5,5,1,4,4,3
NM_001037553.1,0,0,0,0,0,0,0,0,0,0
NM_001037558.2,0,0,0,0,0,0,0,0,1,0
NM_001037582.2,2,4,4,2,2,8,24,70,38,53
NM_001037631.1,0,0,0,0,0,0,0,0,0,0
NM_001037633.1,1,5,7,1,2,0,0,0,1,2
NM_001037637.1,0,0,4,4,1,0,1,1,0,1
NM_001037639.1,0,2,10,9,1,1,0,5,3,0
NM_001037663.1,7,5,12,8,6,0,2,4,2,0
NM_001037666.1,0,0,1,0,0,0,1,0,0,0
NM_001037668.1,0,0,0,0,0,0,0,0,0,0
NM_001037671.1,0,0,0,0,0,0,0,0,0,0
NM_001037675.2,0,0,0,1,2,0,4,0,1,1
NM_001037728.1,0,0,0,0,0,0,0,0,0,0
NM_001037729.1,0,0,0,0,0,0,0,0,0,0
NM_001037730.1,0,0,0,0,0,0,0,0,0,0
NM_001037731.1,0,0,0,0,0,0,0,0,0,0
NM_001037732.1,0,0,0,0,0,0,0,0,0,0
NM_001037735.1,0,0,0,0,0,0,1,1,1,0
NM_001037738.1,32,40,116,98,56,0,4,12,4,8
NM_001037763.1,0,0,0,0,0,0,0,0,0,0
NM_001037804.1,0,0,0,0,0,0,0,0,0,0
NM_001037806.2,0,0,0,0,0,0,0,0,0,0
NM_001037808.1,0,0,0,0,0,0,0,0,0,0
NM_001037811.2,1,0,8,7,5,0,1,0,1,0
NM_001037813.2,0,0,1,1,0,0,0,0,0,0
NM_001037814.1,0,0,0,0,0,0,0,0,0,0
NM_001037866.1,0,0,0,0,0,0,0,0,0,0
NM_001037872.1,0,0,0,0,0,0,1,0,2,0
NM_001037954.2,2,7,13,3,6,1,12,18,17,20
NM_001037967.1,0,3,3,4,2,0,0,0,0,0
NM_001037968.1,0,0,0,0,0,0,0,0,0,0
NM_001037969.1,0,0,0,0,0,0,0,0,0,0
NM_001037984.1,1,7,15,13,3,1,3,7,1,1
NM_001038.4,1,5,4,2,3,0,0,0,0,0
NM_001038493.1,0,0,0,0,0,0,0,0,0,0
NM_001038603.1,3,3,7,3,1,1,1,3,7,5
NM_001038618.2,0,0,0,0,0,0,0,0,0,0
NM_001038628.1,0,0,0,0,0,0,0,0,0,0
NM_001038633.2,0,0,0,0,0,0,0,0,0,0
NM_001038640.2,0,0,0,0,0,0,0,0,0,0
NM_001038702.1,0,0,0,0,0,0,1,0,0,0
NM_001038704.1,0,0,0,0,0,0,0,0,0,0
NM_001038705.1,0,0,0,0,0,0,0,0,0,0
NM_001038707.1,0,0,10,7,5,0,1,5,0,4
NM_001039.3,0,0,0,0,0,0,1,0,1,0
NM_001039029.1,0,0,0,0,0,0,0,2,2,1
NM_001039083.2,0,2,4,2,0,0,0,0,1,0
NM_001039091.1,1,5,8,7,3,0,0,6,1,3
NM_001039111.1,0,3,1,0,0,0,0,0,1,0
NM_001039112.2,0,0,0,0,0,0,0,1,0,0
NM_001039127.3,0,0,2,0,1,0,0,1,1,0
NM_001039130.1,0,0,0,0,0,0,0,0,0,0
NM_001039131.1,0,0,0,0,0,0,0,0,0,0
NM_001039132.1,0,0,0,0,0,0,0,0,0,0
NM_001039140.1,3,4,9,9,1,2,1,3,2,2
NM_001039141.1,12,11,15,14,5,0,4,4,2,3
NM_001039145.1,12,18,4,3,4,5,9,2,1,3
NM_001039152.2,0,0,0,0,0,0,0,0,0,0
NM_001039165.2,0,0,0,0,0,0,0,0,0,0
NM_001039178.1,0,1,0,2,1,0,0,0,0,1
NM_001039182.1,0,0,0,0,0,0,0,0,0,0
NM_001039199.1,10,3,6,5,2,1,5,2,2,4
NM_001039210.1,0,1,3,2,3,0,0,0,1,1
NM_001039211.1,4,2,3,3,3,0,2,1,0,1
NM_001039212.1,5,6,3,2,0,0,2,8,3,13
NM_001039213.1,0,0,0,0,0,0,0,0,0,0
NM_001039348.1,0,0,0,0,0,0,0,0,1,0
NM_001039349.1,0,0,0,0,0,0,0,0,1,0
NM_001039350.1,0,0,0,0,0,1,0,0,1,0
NM_001039355.1,1,9,14,5,5,0,7,3,2,8
NM_001039360.1,0,0,1,2,0,0,0,2,0,0
NM_001039361.2,0,0,0,0,0,0,0,0,0,0
NM_001039362.1,0,0,0,0,0,0,0,0,0,0
NM_001039366.1,2,0,4,3,1,0,4,12,2,4
NM_001039367.1,2,2,9,16,12,2,7,21,29,24
NM_001039372.1,0,0,0,0,0,0,0,0,0,0
NM_001039374.3,0,0,4,3,0,0,0,2,1,0
NM_001039375.1,0,0,0,0,0,0,0,0,0,0
NM_001039380.1,6,0,1,1,0,0,0,0,0,0
NM_001039395.2,0,1,0,0,1,0,1,2,0,0
NM_001039396.1,0,0,0,0,0,0,0,0,0,0
NM_001039397.2,0,0,0,0,0,0,0,0,0,0
NM_001039457.1,0,0,0,0,0,0,0,0,0,0
NM_001039459.1,0,0,0,0,0,0,0,0,0,0
NM_001039464.1,0,0,0,0,0,0,0,3,1,0
NM_001039465.1,0,0,5,2,0,0,0,0,1,2
NM_001039467.1,0,0,0,0,0,0,0,0,0,0
NM_001039468.1,0,1,5,3,0,1,4,4,2,3
NM_001039469.1,0,1,0,3,0,0,0,0,2,0
NM_001039476.1,3,4,12,11,4,0,3,4,1,3
NM_001039477.1,0,0,0,0,0,0,0,0,0,0
NM_001039479.1,1,4,5,4,5,1,4,4,4,2
NM_001039481.1,0,2,1,1,0,0,0,0,0,0
NM_001039487.1,0,0,0,0,0,0,0,0,0,0
NM_001039490.1,8,15,26,30,13,0,1,4,3,3
NM_001039492.1,0,0,0,0,0,0,0,0,0,0
NM_001039496.1,0,0,0,0,0,0,0,2,0,0
NM_001039503.2,1,2,2,2,1,0,2,3,1,0
NM_001039508.1,0,0,0,0,0,0,0,0,0,0
NM_001039517.1,0,0,0,0,0,0,0,0,0,0
NM_001039523.1,0,0,0,0,0,0,0,0,0,0
NM_001039535.1,1,1,0,0,0,0,0,0,0,0
NM_001039538.1,0,0,0,0,1,0,3,0,1,0
NM_001039547.1,4,15,9,8,4,2,8,5,5,8
NM_001039548.1,2,1,0,0,1,0,0,3,0,0
NM_001039550.1,0,0,2,0,0,0,0,1,0,1
NM_001039567.2,0,0,0,0,0,0,0,0,0,0
NM_001039569.1,16,19,8,6,0,4,18,2,2,1
NM_001039570.1,0,1,0,0,0,0,0,0,0,0
NM_001039571.1,6,22,10,9,5,2,5,5,1,9
NM_001039573.1,0,1,3,4,3,1,2,5,8,5
NM_001039574.1,0,0,0,0,0,0,0,0,0,0
NM_001039575.1,0,0,1,0,0,0,0,0,0,0
NM_001039576.1,0,1,10,3,2,0,0,4,1,1
NM_001039577.1,4,7,19,21,8,1,5,15,6,5
NM_001039580.1,0,4,4,5,2,2,7,22,14,15
NM_001039582.1,0,0,3,1,1,0,2,6,7,4
NM_001039583.1,0,0,0,0,0,0,0,0,0,0
NM_001039584.1,0,0,0,0,0,0,0,0,0,0
NM_001039585.1,0,1,0,0,1,0,0,0,0,0
NM_001039589.1,0,0,0,0,0,0,0,0,0,0
NM_001039590.2,0,0,0,0,0,0,0,0,0,0
NM_001039591.2,14,17,36,25,17,22,36,29,9,14
NM_001039592.1,0,0,0,0,0,0,0,0,1,0
NM_001039613.1,1,4,4,5,1,0,0,1,2,3
NM_001039614.1,2,0,0,1,1,0,0,3,1,3
NM_001039615.3,0,1,0,0,0,0,0,0,0,0
NM_001039616.1,0,0,0,0,0,0,0,0,0,0
NM_001039617.1,0,0,0,0,0,0,0,0,0,0
NM_001039618.1,3,6,27,34,12,3,7,22,12,17
NM_001039619.1,0,0,0,0,0,0,0,0,1,0
NM_001039649.1,0,2,1,1,1,0,0,0,0,0
NM_001039650.1,0,2,1,0,0,0,1,2,0,0
NM_001039651.1,1,0,6,1,0,0,0,1,0,2
NM_001039654.1,0,0,0,2,1,0,1,0,1,0
NM_001039656.1,0,1,0,0,2,0,1,0,1,0
NM_001039659.1,0,0,1,1,0,0,2,0,0,0
NM_001039660.1,0,0,0,0,0,0,0,0,0,0
NM_001039661.1,0,0,0,0,1,0,0,0,1,1
NM_001039664.1,0,0,0,0,0,0,0,1,1,0
NM_001039667.1,0,0,0,0,0,0,0,0,0,0
NM_001039670.1,0,0,0,0,0,0,0,0,0,0
NM_001039671.1,0,0,0,0,2,0,0,0,0,0
NM_001039672.1,0,0,0,0,0,0,0,0,0,0
NM_001039673.1,1,4,10,12,6,0,1,4,7,1
NM_001039675.1,2,5,13,11,6,1,2,4,5,5
NM_001039690.2,0,3,1,0,1,0,0,0,0,0
NM_001039693.1,22,22,13,2,5,6,13,5,4,4
NM_001039697.1,3,13,4,9,5,2,1,7,4,4
NM_001039702.1,0,0,0,0,0,0,0,0,0,0
NM_001039703.2,0,1,2,1,1,0,1,0,1,1
NM_001039705.1,0,0,1,2,0,0,1,8,3,4
NM_001039706.1,1,0,0,0,0,0,4,1,0,1
NM_001039707.1,0,0,0,0,0,0,0,0,0,0
NM_001039708.1,2,3,17,7,3,0,0,0,0,4
NM_001039709.1,21,19,7,16,2,4,21,6,8,7
NM_001039711.1,0,0,0,0,0,0,0,0,0,0
NM_001039712.1,3,2,7,2,3,0,2,5,2,5
NM_001039715.1,0,0,0,0,0,0,0,0,0,0
NM_001039716.1,0,0,0,0,0,0,0,0,0,0
NM_001039717.1,2,1,0,1,0,0,0,2,0,0
NM_001039724.2,0,0,2,1,0,0,0,1,0,2
NM_001039752.3,0,0,0,0,0,0,1,0,0,0
NM_001039762.1,0,1,0,0,0,0,1,0,1,0
NM_001039768.2,8,12,6,5,1,1,7,1,1,1
NM_001039770.1,0,0,0,0,0,0,0,0,0,0
NM_001039771.2,0,1,0,0,0,4,8,24,22,20
NM_001039772.1,0,2,0,0,0,0,0,0,0,0
NM_001039775.1,0,0,0,0,0,0,0,0,0,0
NM_001039780.2,0,0,0,1,0,0,1,0,2,0
NM_001039783.1,0,0,0,0,0,0,0,0,0,0
NM_001039788.1,0,1,1,0,0,0,0,0,0,0
NM_001039792.1,0,0,0,0,0,0,0,0,0,0
NM_001039796.1,0,1,1,0,0,0,0,0,0,0
NM_001039802.1,12,8,34,24,20,2,6,20,10,12
NM_001039803.1,0,0,0,0,0,0,0,0,1,0
NM_001039840.1,0,1,0,0,2,0,2,5,7,4
NM_001039841.1,0,0,3,0,0,0,0,0,0,0
NM_001039842.1,0,6,6,0,4,0,0,0,0,0
NM_001039844.2,14,33,10,12,9,11,26,13,10,10
NM_001039845.1,0,0,0,0,0,0,0,1,0,0
NM_001039846.1,0,0,0,1,0,0,0,0,0,1
NM_001039847.1,2,4,19,26,6,1,2,16,8,8
NM_001039848.1,0,0,1,0,0,0,0,0,0,0
NM_001039876.1,0,1,1,1,0,0,0,0,0,0
NM_001039877.1,5,4,6,11,8,0,2,5,5,8
NM_001039884.1,0,0,0,1,0,1,1,0,0,1
NM_001039885.1,0,0,0,0,0,0,0,0,0,0
NM_001039886.2,1,0,0,0,0,0,0,0,0,1
NM_001039887.1,0,1,0,0,0,0,0,1,0,0
NM_001039888.2,0,1,0,0,0,0,3,6,6,4
NM_001039891.1,1,1,2,0,1,0,0,0,1,1
NM_001039895.2,0,0,0,0,0,0,0,0,0,0
NM_001039904.1,0,0,0,0,0,0,1,0,0,0
NM_001039905.1,0,1,0,0,0,0,0,0,0,0
NM_001039916.1,0,0,1,0,0,0,0,2,0,1
NM_001039917.1,0,0,0,1,0,0,0,0,0,0
NM_001039918.1,0,0,0,0,0,0,0,0,0,0
NM_001039919.1,0,0,0,0,0,0,0,0,0,0
NM_001039920.1,0,0,0,0,0,0,0,0,0,0
NM_001039933.1,0,0,0,0,0,0,0,0,0,0
NM_001039935.1,0,0,0,0,0,0,0,0,0,0
NM_001039936.1,0,0,0,0,0,0,0,0,0,0
NM_001039937.1,4,7,2,6,3,0,0,5,1,2
NM_001039938.1,1,0,0,0,0,0,2,0,0,0
NM_001039948.2,0,0,0,0,0,1,0,1,0,0
NM_001039954.2,0,0,0,0,0,0,0,0,0,0
NM_001039958.1,0,0,0,0,0,0,0,0,0,0
NM_001039960.1,0,0,0,1,1,0,0,1,0,0
NM_001039966.1,0,0,0,0,0,0,0,1,3,1
NM_001039970.1,1,4,1,1,0,0,6,15,7,6
NM_001039999.2,0,1,0,0,0,0,0,0,0,1
NM_001040.2,0,0,0,0,0,0,0,0,0,0
NM_001040000.1,0,0,1,0,0,0,2,3,2,4
NM_001040001.1,1,2,10,6,6,0,0,3,5,4
NM_001040002.1,1,0,1,0,0,0,0,0,0,0
NM_001040006.1,0,0,1,2,0,0,0,0,0,0
NM_001040007.1,0,2,0,0,0,0,0,0,0,1
NM_001040011.1,0,2,1,4,1,0,0,0,0,0
NM_001040020.1,0,7,12,20,9,4,11,31,21,27
NM_001040021.1,0,0,0,0,0,0,0,0,0,0
NM_001040022.1,0,0,0,0,0,0,0,0,0,0
NM_001040023.1,2,0,8,6,2,5,14,41,30,50
NM_001040025.1,2,4,4,4,0,0,2,5,2,3
NM_001040031.1,0,0,0,0,0,0,0,0,0,0
NM_001040032.1,0,0,0,0,0,0,0,0,0,0
NM_001040033.1,0,0,0,0,0,0,0,0,1,0
NM_001040034.1,5,22,55,47,31,1,3,9,8,5
NM_001040056.1,0,0,0,0,0,0,0,0,1,0
NM_001040057.1,0,4,11,16,5,1,4,7,12,5
NM_001040058.1,0,0,2,1,0,0,3,0,1,0
NM_001040059.1,2,6,11,5,3,0,1,5,0,2
NM_001040060.1,0,0,2,0,0,0,0,0,4,2
NM_001040061.1,7,9,7,0,1,7,7,2,3,0
NM_001040065.1,0,0,0,0,0,0,0,0,0,0
NM_001040071.1,0,0,0,0,0,0,0,0,0,0
NM_001040078.2,0,0,0,0,0,0,0,0,0,0
NM_001040084.1,0,0,0,0,0,0,0,0,0,0
NM_001040092.1,2,0,1,2,0,4,14,33,22,17
NM_001040097.1,2,2,1,2,3,0,0,1,1,2
NM_001040098.1,0,0,0,0,0,0,0,0,0,0
NM_001040099.1,0,0,0,0,1,0,0,0,0,0
NM_001040100.1,2,7,24,26,13,0,4,4,2,7
NM_001040101.1,0,0,6,1,0,3,6,20,18,17
NM_001040102.1,0,0,0,0,0,0,1,0,0,0
NM_001040103.1,0,0,0,0,0,0,0,0,1,1
NM_001040105.1,0,0,0,0,0,0,0,0,0,0
NM_001040107.1,0,0,1,0,2,0,0,3,1,0
NM_001040108.1,0,0,0,1,0,0,0,0,0,0
NM_001040109.1,0,0,0,0,0,0,0,0,0,0
NM_001040110.1,1,1,2,5,4,0,0,5,3,6
NM_001040113.1,0,0,0,0,0,0,0,0,0,1
NM_001040114.1,0,0,0,0,0,0,0,0,0,0
NM_001040118.1,9,3,12,7,3,1,6,9,4,3
NM_001040125.1,0,0,0,0,0,0,0,0,0,1
NM_001040126.1,0,0,0,0,0,0,0,0,0,0
NM_001040129.2,0,1,0,0,1,0,0,0,0,0
NM_001040134.1,0,0,0,0,0,1,1,0,0,1
NM_001040135.1,1,3,4,3,1,0,1,8,3,9
NM_001040138.1,2,1,0,4,1,0,3,0,0,0
NM_001040142.1,0,0,0,0,0,14,38,81,45,36
NM_001040143.1,0,0,0,0,0,1,1,1,1,0
NM_001040144.1,5,4,22,13,8,0,1,4,1,6
NM_001040146.1,0,0,0,0,0,0,0,0,0,0
NM_001040147.1,0,0,0,0,0,0,0,0,0,0
NM_001040151.1,0,0,0,0,0,0,0,1,0,0
NM_001040152.1,0,0,0,0,0,0,0,0,0,0
NM_001040153.2,1,0,1,2,0,5,10,28,17,23
NM_001040157.1,4,1,8,5,7,0,0,0,3,0
NM_001040158.1,1,4,6,9,5,0,0,1,1,1
NM_001040159.1,0,0,0,0,0,1,8,23,27,28
NM_001040160.1,0,0,0,0,0,0,0,1,0,0
NM_001040161.1,0,0,0,1,0,0,0,0,0,0
NM_001040162.1,1,3,6,3,1,0,2,2,1,2
NM_001040165.1,0,0,0,0,0,0,0,0,0,0
NM_001040167.1,0,0,1,2,5,0,1,2,1,1
NM_001040168.1,0,1,0,0,0,0,0,0,0,2
NM_001040169.1,0,0,0,0,0,0,0,0,0,0
NM_001040171.1,0,0,0,0,0,0,0,0,0,0
NM_001040172.1,0,0,0,0,0,0,0,0,0,0
NM_001040173.1,0,0,0,0,0,0,0,0,0,0
NM_001040174.1,0,0,0,0,0,0,0,0,0,0
NM_001040177.1,0,0,0,0,0,0,0,1,0,0
NM_001040179.1,0,0,0,0,0,0,0,0,0,0
NM_001040181.1,1,9,23,16,6,3,14,81,72,69
NM_001040182.1,0,0,0,0,0,0,0,0,0,1
NM_001040183.1,0,0,0,0,0,0,1,1,1,3
NM_001040185.1,2,4,5,2,1,1,2,1,0,1
